055	BANCO CONSORCIO
4100000	 0000000064317,00	 0000000024647,00	 0000000000000,00	 0000000023786,00
4100100	 0000000000408,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100101	 0000000000408,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100151	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100200	 0000000000195,00	 0000000000000,00	 0000000000000,00	 0000000000001,00
4100201	 0000000000195,00	 0000000000000,00	 0000000000000,00	 0000000000001,00
4100251	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100300	 0000000039756,00	 0000000011779,00	 0000000000000,00	 0000000009556,00
4100301	 0000000036587,00	 0000000000816,00	 0000000000000,00	 0000000006899,00
4100309	 0000000000149,00	 0000000000000,00	 0000000000000,00	 0000000001803,00
4100310	 0000000000016,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100320	 0000000001679,00	 0000000000000,00	 0000000000000,00	 0000000000764,00
4100325	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100330	 0000000001325,00	 0000000000000,00	 0000000000000,00	 0000000000090,00
4100340	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100351	 0000000000000,00	 0000000010530,00	 0000000000000,00	 0000000000000,00
4100359	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100360	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100370	 0000000000000,00	-0000000000006,00	 0000000000000,00	 0000000000000,00
4100375	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100380	 0000000000000,00	 0000000000439,00	 0000000000000,00	 0000000000000,00
4100390	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100399	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100400	 0000000000000,00	 0000000003657,00	 0000000000000,00	 0000000000000,00
4100401	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100402	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100403	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100405	 0000000000000,00	 0000000001609,00	 0000000000000,00	 0000000000000,00
4100407	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100408	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100420	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100430	 0000000000000,00	 0000000000549,00	 0000000000000,00	 0000000000000,00
4100451	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100452	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100455	 0000000000000,00	 0000000001160,00	 0000000000000,00	 0000000000000,00
4100457	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100458	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100480	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100490	 0000000000000,00	 0000000000339,00	 0000000000000,00	 0000000000000,00
4100499	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100500	 0000000008556,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100501	 0000000008256,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100510	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100520	 0000000000069,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100530	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100540	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100590	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100599	 0000000000231,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100600	 0000000015025,00	 0000000009206,00	 0000000000000,00	 0000000014201,00
4100601	 0000000015025,00	 0000000005197,00	 0000000000000,00	 0000000014201,00
4100621	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100651	 0000000000000,00	 0000000004009,00	 0000000000000,00	 0000000000000,00
4100671	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100800	 0000000000368,00	 0000000000000,00	 0000000000000,00	 0000000000031,00
4100801	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100804	 0000000000008,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100810	 0000000000360,00	 0000000000000,00	 0000000000000,00	 0000000000031,00
4100850	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100900	 0000000000009,00	 0000000000005,00	 0000000000000,00	-0000000000003,00
4150000	-0000000031764,00	-0000000026045,00	 0000000000000,00	-0000000009139,00
4150100	-0000000000312,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150101	-0000000000102,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150102	-0000000000210,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150103	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150151	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150200	-0000000002886,00	 0000000000000,00	 0000000000000,00	-0000000002427,00
4150201	-0000000002886,00	 0000000000000,00	 0000000000000,00	-0000000002427,00
4150251	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150300	-0000000024898,00	-0000000007517,00	 0000000000000,00	-0000000003831,00
4150301	-0000000024635,00	-0000000002710,00	 0000000000000,00	-0000000003831,00
