999	SISTEMA FINANCIERO
8110000	 0000008551995,00	
8111000	 0000000000000,00	
8113000	 0000004530768,00	
8114000	 0000002456838,00	
8115000	 0000001564389,00	
8130000	 0000000964470,00	
8131000	 0000000000000,00	
8133000	 0000000265304,00	
8134000	 0000000033016,00	
8135000	 0000000666150,00	
8140000	 0000000216567,00	
8141000	 0000000000000,00	
8143000	 0000000065702,00	
8144000	 0000000028118,00	
8145000	 0000000122747,00	
8310000	 0000051503700,00	
8311000	 0000001897451,00	
8312000	 0000000266441,00	
8314000	 0000001303414,00	
8315000	 0000009849224,00	
8315100	 0000007639725,00	
8315200	 0000002209499,00	
8317000	 0000033980872,00	
8318000	 0000004201483,00	
8318100	 0000002257490,00	
8318900	 0000001943993,00	
8319000	 0000000004815,00	
8510000	 0000073464814,00	
8511000	 0000001587313,00	
8513000	 0000071877501,00	
8520000	 0000003874091,00	
8521000	 0000000000000,00	
8523000	 0000003874091,00	
8530000	 0000002036690,00	
8531000	 0000000000000,00	
8533000	 0000002036690,00	
8540000	 0000083063704,00	
8543000	 0000017317467,00	
8544000	 0000045254658,00	
8545000	 0000020491579,00	
8560000	 0000005708994,00	
8563000	 0000001687768,00	
8564000	 0000002456838,00	
8565000	 0000001564388,00	
8610000	 0000021668883,00	
8620000	 0000000501218,00	
8630000	 0000000032092,00	
8640000	 0000029220223,00	
8660000	 0000000081284,00	
